"customer_id","age","gender_cleaned","city","email_cleaned","age_group"
C000112,40,Other,Porto,user112@example.com,"40-49"
C000113,38,Other,Braga,user113@example.com,"30-39"
C000114,39,Male,Porto,user114@example.com,"30-39"
C000115,27,Female,Faro,user115@example.com,"20-29"
C000116,39,Female,Faro,user116@example.com,"30-39"
C000117,23,Female,Porto,user117@example.com,"20-29"
C000118,62,Other,Porto,user118@example.com,"60+"
C000119,37,Male,Coimbra,user119@example.com,"30-39"
C000120,47,Female,Braga,user120@example.com,"40-49"
C000121,49,Female,Lisbon,user121@example.com,"40-49"
C000122,54,Female,Lisbon,user122@example.com,"50-59"
C000123,42,Female,Braga,user123@example.com,"40-49"
C000124,45,Female,Braga,user124@example.com,"40-49"
C000125,62,Female,Coimbra,user125@example.com,"60+"
C000126,21,Other,Lisbon,user126@example.com,"20-29"
C000127,24,Female,Porto,user127@example.com,"20-29"
C000128,69,Female,Faro,user128@example.com,"60+"
C000129,65,Other,Coimbra,user129@example.com,"60+"
C000130,59,Female,Coimbra,user130@example.com,"50-59"
C000131,65,Male,Coimbra,user131@example.com,"60+"
C000132,37,Other,Lisbon,user132@example.com,"30-39"
C000133,28,Other,Coimbra,user133@example.com,"20-29"
C000134,25,Female,Braga,user134@example.com,"20-29"
C000135,30,Female,Lisbon,user135@example.com,"30-39"
C000136,38,Male,Coimbra,user136@example.com,"30-39"
C000137,60,Female,Faro,user137@example.com,"60+"
C000138,30,Other,Coimbra,user138@example.com,"30-39"
C000139,40,Other,Coimbra,user139@example.com,"40-49"
C000140,52,Other,Lisbon,Not Provided,"50-59"
C000141,40,Other,Coimbra,user141@example.com,"40-49"
C000142,17,Male,Coimbra,user142@example.com,Under 20
C000143,28,Female,Coimbra,user143@example.com,"20-29"
C000144,34,Male,Braga,user144@example.com,"30-39"
C000145,18,Male,Porto,user145@example.com,Under 20
C000146,19,Female,Porto,user146@example.com,Under 20
C000147,55,Male,Lisbon,user147@example.com,"50-59"
C000148,39,Female,Lisbon,user148@example.com,"30-39"
C000149,36,Female,Coimbra,user149@example.com,"30-39"
C000150,46,Female,Coimbra,user150@example.com,"40-49"
C000151,38,Other,Braga,user151@example.com,"30-39"
C000152,44,Female,Faro,user152@example.com,"40-49"
C000153,68,Other,Coimbra,user153@example.com,"60+"
C000154,43,Male,Porto,user154@example.com,"40-49"
C000155,30,Female,Braga,user155@example.com,"30-39"
C000156,58,Male,Faro,user156@example.com,"50-59"
C000157,18,Male,Coimbra,user157@example.com,Under 20
C000158,58,Other,Lisbon,user158@example.com,"50-59"
C000159,18,Female,Braga,user159@example.com,Under 20
C000160,55,Male,Faro,user160@example.com,"50-59"
C000161,46,Male,Braga,user161@example.com,"40-49"
C000162,61,Female,Faro,user162@example.com,"60+"
C000163,31,Female,Faro,user163@example.com,"30-39"
C000164,51,Female,Porto,user164@example.com,"50-59"
C000165,64,Female,Braga,user165@example.com,"60+"
C000166,19,Other,Faro,user166@example.com,Under 20
C000167,63,Female,Coimbra,user167@example.com,"60+"
C000168,68,Male,Braga,user168@example.com,"60+"
C000169,35,Other,Lisbon,user169@example.com,"30-39"
C000170,49,Female,Porto,user170@example.com,"40-49"
C000171,60,Male,Lisbon,user171@example.com,"60+"
C000172,55,Male,Braga,user172@example.com,"50-59"
C000173,30,Female,Braga,user173@example.com,"30-39"
C000174,43,Male,Lisbon,user174@example.com,"40-49"
C000175,31,Male,Lisbon,user175@example.com,"30-39"
C000176,69,Other,Porto,user176@example.com,"60+"
C000177,58,Other,Lisbon,user177@example.com,"50-59"
C000178,58,Other,Coimbra,user178@example.com,"50-59"
C000179,44,Male,Porto,user179@example.com,"40-49"
C000180,53,Other,Faro,user180@example.com,"50-59"
C000181,48,Other,Lisbon,user181@example.com,"40-49"
C000182,54,Other,Lisbon,user182@example.com,"50-59"
C000183,23,Other,Braga,Not Provided,"20-29"
C000184,68,Female,Lisbon,user184@example.com,"60+"
C000185,48,Other,Lisbon,user185@example.com,"40-49"
C000186,17,Male,Braga,user186@example.com,Under 20
C000187,20,Female,Coimbra,user187@example.com,"20-29"
C000188,63,Female,Braga,user188@example.com,"60+"
C000189,46,Other,Lisbon,user189@example.com,"40-49"
C000190,17,Other,Braga,user190@example.com,Under 20
C000191,21,Female,Braga,user191@example.com,"20-29"
C000192,40,Male,Lisbon,user192@example.com,"40-49"
C000193,52,Female,Faro,user193@example.com,"50-59"
C000194,61,Other,Lisbon,user194@example.com,"60+"
C000195,21,Other,Porto,user195@example.com,"20-29"
C000196,45,Male,Lisbon,user196@example.com,"40-49"
C000197,51,Female,Lisbon,user197@example.com,"50-59"
C000198,66,Female,Faro,user198@example.com,"60+"
C000199,41,Female,Coimbra,user199@example.com,"40-49"
C000200,26,Female,Coimbra,user200@example.com,"20-29"
C000201,32,Male,Braga,user201@example.com,"30-39"
C000202,43,Other,Lisbon,user202@example.com,"40-49"
C000203,53,Other,Porto,user203@example.com,"50-59"
C000204,60,Male,Braga,user204@example.com,"60+"
C000205,49,Other,Braga,user205@example.com,"40-49"
C000206,46,Female,Faro,user206@example.com,"40-49"
C000207,30,Female,Coimbra,user207@example.com,"30-39"
C000208,52,Male,Porto,user208@example.com,"50-59"
C000209,36,Male,Lisbon,user209@example.com,"30-39"
C000210,40,Male,Faro,user210@example.com,"40-49"
C000211,66,Male,Lisbon,user211@example.com,"60+"
C000212,65,Male,Lisbon,user212@example.com,"60+"
C000213,53,Male,Braga,user213@example.com,"50-59"
C000214,34,Female,Porto,user214@example.com,"30-39"
C000215,40,Other,Faro,user215@example.com,"40-49"
C000216,53,Female,Porto,user216@example.com,"50-59"
C000217,20,Female,Coimbra,user217@example.com,"20-29"
C000218,27,Male,Coimbra,user218@example.com,"20-29"
C000219,65,Male,Coimbra,user219@example.com,"60+"
C000220,45,Male,Braga,user220@example.com,"40-49"
C000221,16,Other,Porto,user221@example.com,Under 20
C000222,28,Male,Porto,user222@example.com,"20-29"
C000223,24,Male,Coimbra,user223@example.com,"20-29"
C000224,45,Female,Faro,user224@example.com,"40-49"
C000225,46,Male,Faro,user225@example.com,"40-49"
C000226,28,Female,Braga,user226@example.com,"20-29"
C000227,17,Female,Porto,user227@example.com,Under 20
C000228,17,Other,Faro,user228@example.com,Under 20
C000229,44,Other,Braga,user229@example.com,"40-49"
C000230,61,Male,Porto,user230@example.com,"60+"
C000231,64,Female,Porto,user231@example.com,"60+"
C000232,68,Female,Coimbra,user232@example.com,"60+"
C000233,49,Female,Faro,user233@example.com,"40-49"
C000234,29,Female,Lisbon,user234@example.com,"20-29"
C000235,49,Female,Lisbon,user235@example.com,"40-49"
C000236,52,Female,Braga,user236@example.com,"50-59"
C000237,29,Female,Braga,user237@example.com,"20-29"
C000238,38,Female,Braga,user238@example.com,"30-39"
C000239,61,Male,Braga,user239@example.com,"60+"
C000240,61,Male,Faro,user240@example.com,"60+"
C000241,24,Male,Braga,user241@example.com,"20-29"
C000242,61,Other,Braga,user242@example.com,"60+"
C000243,56,Other,Lisbon,Not Provided,"50-59"
C000244,55,Female,Faro,user244@example.com,"50-59"
C000245,67,Male,Lisbon,user245@example.com,"60+"
C000246,52,Other,Braga,user246@example.com,"50-59"
C000247,23,Male,Lisbon,user247@example.com,"20-29"
C000248,27,Female,Coimbra,user248@example.com,"20-29"
C000249,46,Female,Lisbon,user249@example.com,"40-49"
C000250,17,Female,Lisbon,user250@example.com,Under 20
C000251,59,Male,Coimbra,user251@example.com,"50-59"
C000252,60,Male,Porto,user252@example.com,"60+"
C000253,32,Female,Faro,user253@example.com,"30-39"
C000254,36,Other,Porto,Not Provided,"30-39"
C000255,47,Male,Coimbra,user255@example.com,"40-49"
C000256,54,Other,Braga,user256@example.com,"50-59"
C000257,19,Male,Coimbra,user257@example.com,Under 20
C000258,60,Male,Coimbra,user258@example.com,"60+"
C000259,53,Male,Faro,user259@example.com,"50-59"
C000260,49,Other,Lisbon,user260@example.com,"40-49"
C000261,42,Male,Coimbra,user261@example.com,"40-49"
C000262,36,Female,Braga,user262@example.com,"30-39"
C000263,33,Male,Lisbon,user263@example.com,"30-39"
C000264,48,Male,Coimbra,user264@example.com,"40-49"
C000265,56,Other,Faro,user265@example.com,"50-59"
C000266,34,Male,Coimbra,user266@example.com,"30-39"
C000267,50,Female,Lisbon,user267@example.com,"50-59"
C000268,45,Female,Lisbon,user268@example.com,"40-49"
C000269,47,Other,Braga,user269@example.com,"40-49"
C000270,47,Other,Porto,user270@example.com,"40-49"
C000271,61,Male,Coimbra,user271@example.com,"60+"
C000272,46,Male,Faro,user272@example.com,"40-49"
C000273,23,Male,Braga,user273@example.com,"20-29"
C000274,69,Male,Porto,user274@example.com,"60+"
C000275,38,Female,Lisbon,user275@example.com,"30-39"
C000276,68,Male,Braga,user276@example.com,"60+"
C000277,65,Female,Lisbon,user277@example.com,"60+"
C000278,63,Other,Lisbon,user278@example.com,"60+"
C000279,24,Other,Coimbra,user279@example.com,"20-29"
C000280,66,Female,Lisbon,Not Provided,"60+"
C000281,46,Male,Lisbon,user281@example.com,"40-49"
C000282,31,Female,Faro,user282@example.com,"30-39"
C000283,33,Male,Braga,user283@example.com,"30-39"
C000284,63,Male,Porto,user284@example.com,"60+"
C000285,66,Male,Braga,user285@example.com,"60+"
C000286,17,Other,Lisbon,user286@example.com,Under 20
C000287,59,Male,Braga,user287@example.com,"50-59"
C000288,66,Other,Faro,user288@example.com,"60+"
C000289,26,Other,Porto,user289@example.com,"20-29"
C000290,65,Male,Lisbon,user290@example.com,"60+"
C000291,53,Other,Porto,user291@example.com,"50-59"
C000292,16,Male,Porto,user292@example.com,Under 20
C000293,40,Other,Porto,user293@example.com,"40-49"
C000294,34,Female,Porto,user294@example.com,"30-39"
C000295,40,Male,Porto,user295@example.com,"40-49"
C000296,30,Male,Porto,user296@example.com,"30-39"
C000297,68,Male,Braga,user297@example.com,"60+"
C000298,34,Male,Braga,user298@example.com,"30-39"
C000299,51,Other,Faro,user299@example.com,"50-59"
C000300,17,Other,Braga,user300@example.com,Under 20
C000301,33,Male,Porto,user301@example.com,"30-39"
C000302,51,Other,Braga,user302@example.com,"50-59"
C000303,33,Male,Coimbra,user303@example.com,"30-39"
C000304,34,Female,Porto,user304@example.com,"30-39"
C000305,67,Male,Lisbon,user305@example.com,"60+"
C000306,44,Male,Coimbra,user306@example.com,"40-49"
C000307,55,Other,Braga,user307@example.com,"50-59"
C000308,36,Unknown,Lisbon,user308@example.com,"30-39"
C000309,31,Male,Braga,user309@example.com,"30-39"
C000310,25,Female,Coimbra,user310@example.com,"20-29"
C000311,21,Male,Lisbon,user311@example.com,"20-29"
C000312,28,Male,Porto,user312@example.com,"20-29"
C000313,47,Female,Braga,user313@example.com,"40-49"
C000314,41,Other,Porto,user314@example.com,"40-49"
C000315,21,Male,Faro,user315@example.com,"20-29"
C000316,67,Male,Faro,user316@example.com,"60+"
C000317,51,Male,Porto,user317@example.com,"50-59"
C000318,38,Other,Faro,user318@example.com,"30-39"
C000319,20,Other,Lisbon,user319@example.com,"20-29"
C000320,21,Other,Lisbon,user320@example.com,"20-29"
C000321,53,Other,Faro,user321@example.com,"50-59"
C000322,46,Male,Lisbon,user322@example.com,"40-49"
C000323,54,Male,Braga,user323@example.com,"50-59"
C000324,50,Female,Porto,user324@example.com,"50-59"
C000325,69,Male,Faro,user325@example.com,"60+"
C000326,61,Male,Braga,user326@example.com,"60+"
C000327,54,Female,Coimbra,user327@example.com,"50-59"
C000328,54,Male,Braga,user328@example.com,"50-59"
C000329,37,Other,Coimbra,user329@example.com,"30-39"
C000330,67,Female,Porto,user330@example.com,"60+"
C000331,30,Male,Coimbra,user331@example.com,"30-39"
C000332,30,Female,Faro,user332@example.com,"30-39"
C000333,55,Female,Porto,user333@example.com,"50-59"
C000334,52,Female,Braga,user334@example.com,"50-59"
C000335,24,Other,Braga,user335@example.com,"20-29"
C000336,16,Other,Coimbra,user336@example.com,Under 20
C000337,40,Male,Lisbon,user337@example.com,"40-49"
C000338,18,Female,Coimbra,user338@example.com,Under 20
C000339,58,Male,Lisbon,user339@example.com,"50-59"
C000340,68,Male,Porto,user340@example.com,"60+"
C000341,16,Female,Coimbra,user341@example.com,Under 20
C000342,68,Male,Coimbra,user342@example.com,"60+"
C000343,23,Male,Porto,user343@example.com,"20-29"
C000344,18,Other,Porto,user344@example.com,Under 20
C000345,16,Male,Porto,user345@example.com,Under 20
C000346,19,Female,Coimbra,user346@example.com,Under 20
C000347,57,Other,Faro,user347@example.com,"50-59"
C000348,41,Other,Coimbra,user348@example.com,"40-49"
C000349,30,Female,Porto,user349@example.com,"30-39"
C000350,20,Other,Porto,Not Provided,"20-29"
C000351,52,Male,Porto,user351@example.com,"50-59"
C000352,44,Male,Coimbra,user352@example.com,"40-49"
C000353,45,Male,Braga,user353@example.com,"40-49"
C000354,63,Male,Porto,user354@example.com,"60+"
C000355,50,Male,Lisbon,user355@example.com,"50-59"
C000356,42,Female,Lisbon,user356@example.com,"40-49"
C000357,47,Female,Braga,user357@example.com,"40-49"
C000358,69,Other,Braga,user358@example.com,"60+"
C000359,20,Female,Porto,user359@example.com,"20-29"
C000360,39,Female,Faro,user360@example.com,"30-39"
C000361,24,Male,Coimbra,user361@example.com,"20-29"
C000362,64,Female,Braga,user362@example.com,"60+"
C000363,39,Male,Coimbra,user363@example.com,"30-39"
C000364,62,Female,Braga,user364@example.com,"60+"
C000365,31,Male,Porto,user365@example.com,"30-39"
C000366,49,Female,Braga,user366@example.com,"40-49"
C000367,43,Female,Coimbra,user367@example.com,"40-49"
C000368,39,Male,Coimbra,user368@example.com,"30-39"
C000369,36,Male,Lisbon,user369@example.com,"30-39"
C000370,45,Female,Faro,user370@example.com,"40-49"
C000371,50,Female,Braga,user371@example.com,"50-59"
C000372,17,Other,Braga,user372@example.com,Under 20
C000373,22,Male,Faro,user373@example.com,"20-29"
C000374,23,Female,Lisbon,user374@example.com,"20-29"
C000375,58,Female,Porto,user375@example.com,"50-59"
C000376,50,Female,Coimbra,Not Provided,"50-59"
C000377,67,Female,Lisbon,user377@example.com,"60+"
C000378,49,Other,Lisbon,user378@example.com,"40-49"
C000379,53,Female,Coimbra,user379@example.com,"50-59"
C000380,63,Other,Porto,user380@example.com,"60+"
C000381,27,Female,Coimbra,user381@example.com,"20-29"
C000382,41,Male,Braga,user382@example.com,"40-49"
C000383,31,Female,Lisbon,user383@example.com,"30-39"
C000384,19,Female,Lisbon,user384@example.com,Under 20
C000385,47,Male,Coimbra,user385@example.com,"40-49"
C000386,20,Male,Faro,user386@example.com,"20-29"
C000387,37,Female,Braga,user387@example.com,"30-39"
C000388,16,Female,Coimbra,user388@example.com,Under 20
C000389,38,Male,Coimbra,user389@example.com,"30-39"
C000390,60,Female,Faro,user390@example.com,"60+"
C000391,69,Male,Porto,user391@example.com,"60+"
C000392,68,Other,Coimbra,user392@example.com,"60+"
C000393,67,Other,Lisbon,user393@example.com,"60+"
C000394,46,Male,Porto,user394@example.com,"40-49"
C000395,19,Female,Braga,user395@example.com,Under 20
C000396,45,Female,Faro,user396@example.com,"40-49"
C000397,36,Male,Braga,user397@example.com,"30-39"
C000398,32,Male,Coimbra,user398@example.com,"30-39"
C000399,34,Other,Coimbra,user399@example.com,"30-39"
C000400,41,Other,Coimbra,user400@example.com,"40-49"
C000401,20,Male,Porto,user401@example.com,"20-29"
C000402,48,Other,Porto,user402@example.com,"40-49"
C000403,36,Male,Coimbra,user403@example.com,"30-39"
C000404,23,Male,Porto,user404@example.com,"20-29"
C000405,63,Male,Lisbon,user405@example.com,"60+"
C000406,35,Female,Faro,user406@example.com,"30-39"
C000407,45,Female,Lisbon,user407@example.com,"40-49"
C000408,23,Other,Porto,user408@example.com,"20-29"
C000409,60,Male,Braga,user409@example.com,"60+"
C000410,16,Male,Porto,user410@example.com,Under 20
C000411,47,Female,Coimbra,user411@example.com,"40-49"
C000412,21,Female,Faro,Not Provided,"20-29"
C000413,46,Male,Faro,user413@example.com,"40-49"
C000414,26,Female,Braga,user414@example.com,"20-29"
C000415,42,Male,Coimbra,user415@example.com,"40-49"
C000416,66,Male,Braga,user416@example.com,"60+"
C000417,47,Other,Porto,user417@example.com,"40-49"
C000418,65,Female,Coimbra,user418@example.com,"60+"
C000419,22,Male,Porto,user419@example.com,"20-29"
C000420,61,Other,Coimbra,user420@example.com,"60+"
C000421,45,Male,Coimbra,user421@example.com,"40-49"
C000422,52,Female,Braga,user422@example.com,"50-59"
C000423,51,Female,Faro,user423@example.com,"50-59"
C000424,32,Female,Lisbon,user424@example.com,"30-39"
C000425,50,Male,Braga,user425@example.com,"50-59"
C000426,27,Female,Faro,user426@example.com,"20-29"
C000427,20,Female,Coimbra,user427@example.com,"20-29"
C000428,17,Other,Faro,user428@example.com,Under 20
C000429,37,Female,Porto,user429@example.com,"30-39"
C000430,61,Other,Braga,user430@example.com,"60+"
C000431,37,Male,Lisbon,user431@example.com,"30-39"
C000432,42,Male,Porto,user432@example.com,"40-49"
C000433,22,Female,Braga,user433@example.com,"20-29"
C000434,30,Other,Lisbon,user434@example.com,"30-39"
C000435,23,Male,Braga,Not Provided,"20-29"
C000436,25,Other,Braga,user436@example.com,"20-29"
C000437,52,Female,Braga,user437@example.com,"50-59"
C000438,51,Other,Braga,user438@example.com,"50-59"
C000439,54,Male,Braga,user439@example.com,"50-59"
C000440,28,Other,Faro,user440@example.com,"20-29"
C000441,31,Female,Porto,user441@example.com,"30-39"
C000442,68,Female,Faro,user442@example.com,"60+"
C000443,63,Other,Lisbon,user443@example.com,"60+"
C000444,54,Female,Porto,user444@example.com,"50-59"
C000445,29,Female,Coimbra,user445@example.com,"20-29"
C000446,21,Other,Braga,user446@example.com,"20-29"
C000447,50,Male,Braga,user447@example.com,"50-59"
C000448,34,Female,Faro,user448@example.com,"30-39"
C000449,32,Other,Coimbra,user449@example.com,"30-39"
C000450,30,Other,Braga,user450@example.com,"30-39"
C000451,26,Other,Porto,user451@example.com,"20-29"
C000452,37,Male,Lisbon,user452@example.com,"30-39"
C000453,43,Female,Coimbra,user453@example.com,"40-49"
C000454,48,Female,Coimbra,user454@example.com,"40-49"
C000455,30,Other,Lisbon,user455@example.com,"30-39"
C000456,16,Female,Lisbon,Not Provided,Under 20
C000457,54,Other,Lisbon,user457@example.com,"50-59"
C000458,39,Female,Lisbon,user458@example.com,"30-39"
C000459,21,Male,Braga,user459@example.com,"20-29"
C000460,32,Male,Lisbon,user460@example.com,"30-39"
C000461,62,Other,Braga,user461@example.com,"60+"
C000462,47,Female,Braga,user462@example.com,"40-49"
C000463,36,Female,Lisbon,user463@example.com,"30-39"
C000464,49,Other,Faro,user464@example.com,"40-49"
C000465,27,Male,Braga,user465@example.com,"20-29"
C000466,61,Other,Lisbon,user466@example.com,"60+"
C000467,66,Female,Braga,user467@example.com,"60+"
C000468,19,Other,Coimbra,user468@example.com,Under 20
C000469,59,Male,Porto,user469@example.com,"50-59"
C000470,45,Other,Faro,user470@example.com,"40-49"
C000471,41,Female,Coimbra,user471@example.com,"40-49"
C000472,46,Other,Lisbon,user472@example.com,"40-49"
C000473,46,Other,Lisbon,user473@example.com,"40-49"
C000474,17,Other,Coimbra,user474@example.com,Under 20
C000475,24,Female,Faro,user475@example.com,"20-29"
C000476,46,Female,Lisbon,user476@example.com,"40-49"
C000477,50,Male,Coimbra,user477@example.com,"50-59"
C000478,43,Other,Braga,user478@example.com,"40-49"
C000479,30,Female,Coimbra,user479@example.com,"30-39"
C000480,32,Male,Lisbon,user480@example.com,"30-39"
C000481,34,Male,Coimbra,user481@example.com,"30-39"
C000482,64,Female,Coimbra,user482@example.com,"60+"
C000483,69,Female,Coimbra,user483@example.com,"60+"
C000484,49,Female,Lisbon,user484@example.com,"40-49"
C000485,63,Male,Porto,user485@example.com,"60+"
C000486,58,Other,Coimbra,user486@example.com,"50-59"
C000487,42,Female,Braga,user487@example.com,"40-49"
C000488,20,Male,Coimbra,user488@example.com,"20-29"
C000489,22,Other,Braga,user489@example.com,"20-29"
C000490,66,Female,Lisbon,user490@example.com,"60+"
C000491,28,Male,Braga,user491@example.com,"20-29"
C000492,35,Male,Faro,user492@example.com,"30-39"
C000493,22,Female,Braga,user493@example.com,"20-29"
C000494,45,Other,Braga,user494@example.com,"40-49"
C000495,26,Male,Braga,user495@example.com,"20-29"
C000496,64,Male,Faro,user496@example.com,"60+"
C000497,21,Other,Coimbra,Not Provided,"20-29"
C000498,59,Other,Braga,user498@example.com,"50-59"
C000499,50,Female,Lisbon,user499@example.com,"50-59"
C000500,22,Other,Lisbon,user500@example.com,"20-29"
C000501,25,Other,Coimbra,user501@example.com,"20-29"
C000502,53,Female,Coimbra,user502@example.com,"50-59"
C000503,59,Female,Coimbra,user503@example.com,"50-59"
C000504,29,Female,Porto,user504@example.com,"20-29"
C000505,30,Male,Porto,user505@example.com,"30-39"
C000506,61,Female,Coimbra,user506@example.com,"60+"
C000507,25,Male,Braga,user507@example.com,"20-29"
C000508,57,Male,Coimbra,user508@example.com,"50-59"
C000509,43,Male,Coimbra,user509@example.com,"40-49"
C000510,59,Female,Braga,user510@example.com,"50-59"
C000511,53,Male,Braga,user511@example.com,"50-59"
C000512,44,Other,Porto,user512@example.com,"40-49"
C000513,29,Other,Faro,user513@example.com,"20-29"
C000514,55,Female,Porto,user514@example.com,"50-59"
C000515,23,Male,Faro,user515@example.com,"20-29"
C000516,36,Female,Faro,user516@example.com,"30-39"
C000517,27,Female,Braga,user517@example.com,"20-29"
C000518,42,Female,Porto,user518@example.com,"40-49"
C000519,65,Other,Porto,user519@example.com,"60+"
C000520,32,Female,Braga,user520@example.com,"30-39"
C000521,48,Female,Lisbon,user521@example.com,"40-49"
C000522,23,Male,Porto,user522@example.com,"20-29"
C000523,44,Female,Porto,user523@example.com,"40-49"
C000524,42,Other,Lisbon,user524@example.com,"40-49"
